arabic,Bilabial,Plosive,voiced,/b/,ب
arabic,Alveolar,Plosive,voiced,/d/,د
arabic,Dental,Fricative,voiced,/ð/,ذ
arabic,Alveolar,Plosive,voiced,/dˤ/,ض
arabic,Dental,Fricative,voiced,/ðˤ/,ظ
arabic,Alveolar,Plosive,voiced,/dʒ/,ج
arabic,Labiodental,Fricative,voiceless,/f/,ف
arabic,Velar,Fricative,voiced,/ɣ ~ ʁ/,غ
arabic,Glottal,Fricative,voiceless,/h/,ه
arabic,Pharyngeal,Fricative,voiceless,/ħ/,ح
arabic,Palatal,Approximant,voiced,/j/,ي
arabic,Velar,Plosive,voiceless,/k/,ك
arabic,Alveolar,LateralApproximant,voiced,/l/,ل
arabic,Alveolar,LateralApproximant,voiced,/ɫ/,ل
arabic,Bilabial,Nasal,voiced,/m/,م
arabic,Alveolar,Nasal,voiced,/n/,ن
arabic,Uvular,Plosive,voiceless,/q/,ق
arabic,Alveolar,Trill,voiced,/r/,ر
arabic,Alveolar,Fricative,voiceless,/s/,س
arabic,Postalveolar,Fricative,voiceless,/ʃ/,ش
arabic,Alveolar,Fricative,voiceless,/sˤ/,ص
arabic,Alveolar,Plosive,voiceless,/t/,ت
arabic,Alveolar,Plosive,voiceless,/tˤ/,ط
arabic,Velar,Fricative,voiceless,/x ~ χ/,خ
arabic,Alveolar,Fricative,voiced,/z/,ز
arabic,Glottal,Plosive,voiceless,/ʔ/,ء
arabic,Pharyngeal,Fricative,voiced,/ʕ/,ع
arabic,Dental,Fricative,voiceless,/θ/,ث
bengali,Bilabial,Plosive,voiced,/b/,ব
bengali,Bilabial,Plosive,voiced,/bʱ/,ভ
bengali,Alveolar,Plosive,voiced,/d/,দ
bengali,Alveolar,Plosive,voiced,/dʱ/,ধ
bengali,Alveolar,Plosive,voiced,/d͡ʒ/,"জ, য"
bengali,Alveolar,Plosive,voiced,/d͡ʒʱ/,ঝ
bengali,Retroflex,Plosive,voiced,/ɖ/,ড
bengali,Retroflex,Plosive,voiced,/ɖʱ/,ঢ
bengali,Velar,Plosive,voiced,/ɡ/,গ
bengali,Velar,Plosive,voiced,/ɡʱ/,ঘ
bengali,Glottal,Fricative,voiceless,/h/,"হ, ঃ"
bengali,Glottal,Fricative,voiced,/ɦ/,"হ, ঃ"
bengali,Palatal,Approximant,voiced,/j/,য়
bengali,Velar,Plosive,voiceless,/k/,ক
bengali,Velar,Plosive,voiceless,/kʰ/,"খ, ক্ষ"
bengali,Alveolar,LateralApproximant,voiced,/l/,ল
bengali,Bilabial,Nasal,voiced,/m/,ম
bengali,Alveolar,Nasal,voiced,/n/,"ন, ণ"
bengali,Retroflex,Nasal,voiced,/ɳ/,ণ
bengali,Velar,Nasal,voiced,/ŋ/,"ঙ, ং"
bengali,Bilabial,Plosive,voiceless,/p/,প
bengali,Bilabial,Fricative,voiceless,/ɸ/,ফ
bengali,Bilabial,Plosive,voiceless,/pʰ/,ফ
bengali,Alveolar,Trill,voiced,/r/,"র,‍‍ র্ক, র"
bengali,Retroflex,TapOrFlap,voiced,/ɽ/,"ড়, ঢ়"
bengali,Alveolar,Fricative,voiceless,/s/,স
bengali,Postalveolar,Fricative,voiceless,/ʃ/,"শ, ষ, স"
bengali,Alveolar,Plosive,voiceless,/t/,"ত, ৎ"
bengali,Retroflex,Plosive,voiceless,/ʈ/,ট
bengali,Alveolar,Plosive,voiceless,/tʰ/,থ
bengali,Retroflex,Plosive,voiceless,/ʈʰ/,ঠ
bengali,Alveolar,Plosive,voiceless,/t͡ʃ/,চ
bengali,Alveolar,Plosive,voiceless,/t͡ʃʰ/,ছ
bengali,Alveolar,Fricative,voiced,/z/,"জ, য"
bengali,Bilabial,Fricative,voiced,/β/,ভ
chinese,Labiodental,Fricative,voiceless,/f/,ㄈ
chinese,Glottal,Fricative,voiceless,/h/,ㄏ
chinese,Palatal,Approximant,voiced,/j/,ㄧ
chinese,Velar,Plosive,voiceless,/k/,ㄍ
chinese,Velar,Plosive,voiceless,/kʰ/,ㄎ
chinese,Alveolar,LateralApproximant,voiced,/l/,ㄌ
chinese,Bilabial,Nasal,voiced,/m/,ㄇ
chinese,Alveolar,Nasal,voiced,/n/,ㄋ
chinese,Bilabial,Plosive,voiceless,/p/,ㄅ
chinese,Bilabial,Plosive,voiceless,/pʰ/,ㄆ
chinese,Alveolar,Fricative,voiceless,/s/,ㄙ
chinese,Retroflex,Fricative,voiceless,/ʂ/,ㄕ
chinese,Alveolar,Fricative,voiceless,/sɨ/,ㄙ
chinese,Retroflex,Fricative,voiceless,/ʂɭ/,ㄕ
chinese,Alveolar,Plosive,voiceless,/t/,ㄉ
chinese,Alveolar,Plosive,voiceless,/tɕ/,ㄐ
chinese,Alveolar,Plosive,voiceless,/tɕʰ/,ㄑ
chinese,Alveolar,Plosive,voiceless,/tʰ/,ㄊ
chinese,Alveolar,Plosive,voiceless,/ts/,ㄗ
chinese,Retroflex,Plosive,voiceless,/ʈʂ/,ㄓ
chinese,Alveolar,Plosive,voiceless,/tsʰ/,ㄘ
chinese,Retroflex,Plosive,voiceless,/ʈʂʰ/,ㄔ
chinese,Alveolar,Plosive,voiceless,/tsʰɨ/,ㄘ
